character,attributes
kaiboukan_no._30_(kancolle),"1girl, loli, dress, hat, white_dress, sailor_dress, sailor_collar, sailor_hat, white_hat, blue_sailor_collar, bow, short_sleeves"
banshouya_ena_(assault_lily),"1girl, medium_breasts, large_breasts, ribbon, blunt_bangs, long_sleeves, neck_ribbon, hair_ribbon, school_uniform, puffy_sleeves, yurigaoka_girls_academy_school_uniform, black_ribbon"
april_o'neil_(teenage_mutant_ninja_turtles),"1girl, large_breasts, medium_breasts, huge_breasts, jumpsuit, yellow_jumpsuit, cleavage, belt, collarbone, white_belt, open_jumpsuit, boots"
lickitung_(pokemon),black_eyes
nina_wang_rockford_(ts_magical_girl_nao),"1girl, small_breasts, black_gloves, elbow_gloves, gloves, thighhighs, boots, twintails, hat, black_thighhighs, swimsuit, leotard"
wanshi_(pgr),"1boy, shirt, jacket, white_jacket, black_shirt, gloves, white_shirt, pants, jewelry, ponytail, black_jacket, collared_jacket"
sacred_noire_(genseishinki_sacred_virth),"1girl, large_breasts, medium_breasts, gloves, ponytail, white_gloves, bow, cleavage, panties, skirt, boots, high_ponytail"
otabek_altin_(yuri!!!_on_ice),"1boy, jacket, track_jacket, collared_shirt, headphones, headphones_around_neck, hood, hood_down, hooded_jacket, long_sleeves, open_jacket, pants"
mikudayo_(vocaloid),"1girl, twintails, shirt, detached_sleeves, skirt, necktie, grey_shirt, thighhighs, black_skirt, sleeveless_shirt, black_sleeves, pleated_skirt"
nanika_(azumi_inori),
w_(act_ii)_(arknights),"1girl, large_breasts, medium_breasts, horns, jacket, black_jacket, open_jacket, shorts, thighhighs, black_shorts, choker, black_thighhighs"
claude_c._kenny_(star_ocean),"1boy, headband, jacket, gloves, red_headband, shirt, black_shirt, fingerless_gloves, pants, collarbone, green_jacket, white_pants"
tamamo_no_mae_(sable_mage)_(fate),"1girl, large_breasts, medium_breasts, animal_ears, fox_ears, hat, tail, fox_tail, cleavage, mini_hat, top_hat, mini_top_hat"
sakurada_hane_(indie_virtual_youtuber),"1girl, small_breasts, medium_breasts, large_breasts, animal_ears, cat_ears, thighhighs, gloves, black_gloves, no_shoes, choker, dress"
sphene_(ff14),"1girl, tiara, dress, detached_sleeves, detached_collar, hood, shorts, yellow_dress, jacket, shoes, hood_down, white_jacket"
takamachi_nanoha_(original_mode),"1girl, twintails, bow, long_sleeves, ribbon, red_bow, dress, hair_ribbon, wings, white_dress, ankle_wings, puffy_sleeves"
might_guy_(naruto_(series)),"1boy, 1girl, large_breasts, flak_jacket, jacket, shirt, blunt_bangs, gloves, green_shirt, fingerless_gloves, open_jacket, red_gloves"
alicia_melchiott_(senjou_no_valkyria_(series)),"1girl, large_breasts, twintails, military_uniform, gloves, thighhighs, headdress, necktie, bikini, cleavage, swimsuit, panties"
kureha_yuna_(magia_record:_mahou_shoujo_madoka_magica_gaiden),"1girl, horns, long_sleeves, bags_under_eyes, sash, shorts, wide_sleeves, thighhighs, kimono, school_uniform, torayamachi_academy_school_uniform, jewelry"
rinna_milford_(isshiki-san_wa_koi_wo_shiritai.),"1girl, large_breasts, swept_bangs, braid, shirt, white_shirt, cleavage, collarbone, collared_shirt, long_sleeves, bolo_tie, swimsuit"
buena_vista_(heroina_inocente)_(umamusume),"1girl, medium_breasts, animal_ears, horse_ears, necktie, braid, gloves, horse_tail, tail, shirt, jacket, white_shirt"
seox_(granblue_fantasy),"1boy, animal_ears, mask, cape, hood, half_mask, long_sleeves, gloves, belt, black_belt, black_shirt, shirt"
hazekura_mikitaka_(diamond_wa_kudakenai),"1boy, pointy_ears, school_uniform, earrings, jewelry, long_sleeves, long_hair, blonde_hair, green_eyes, blue_eyes, white_hair, blue_hair"
combusken_(pokemon),"1girl, orange_eyes, blue_eyes"
gaius_julius_caesar_(fate),"1boy, 1girl, laurel_crown, necktie, jewelry, long_sleeves, jacket, shirt, collared_shirt, pink_necktie, red_jacket, white_shirt"
osawa_rurino_(winter_loungewear),"1girl, hood, hoodie, blue_hoodie, flower, hair_flower, long_sleeves, parted_bangs, pink_flower, twintails, hood_down, collarbone"
marshall_d._teach_(one_piece),"1boy, hat, jewelry, pirate_hat, earrings, hoop_earrings, coat, hat_feather, pants, belt, long_sleeves, open_coat"
hitomi_hirosuke_(sayonara_wo_oshiete),"1boy, shirt, suit, necktie, collared_shirt, bags_under_eyes, jacket, black_jacket, long_sleeves, white_shirt, black_necktie, black_suit"
sabi_(pokemon),"1girl, loli, flat_chest, hat, fur_hat, green_hat, braid, twintails, twin_braids, jacket, skirt, long_sleeves"
atom_(tetsuwan_atom),"1boy, 1girl, boots, red_boots, shirt, shorts, black_hair, short_hair, spiked_hair"
ogre_(dq10),"1girl, large_breasts, medium_breasts, horns, pointy_ears, tail, cleavage, jewelry, swimsuit, bracelet, earrings, ponytail"
nijihara_ink_(moetan),"1girl, loli, thighhighs, detached_sleeves, swimsuit, white_thighhighs, one-piece_swimsuit, school_swimsuit, white_sleeves, white_one-piece_swimsuit, bow, dress"
surskit_(pokemon),black_eyes
passionlip_(swimsuit_saber)_(first_ascension)_(fate),"1girl, huge_breasts, gigantic_breasts, ribbon, cleavage, hair_ribbon, pink_ribbon, jacket, pink_jacket, swimsuit, bikini, pink_bikini"
callie_(octo_idol_outfit)_(splatoon),"1girl, medium_breasts, earrings, jewelry, gloves, pointy_ears, shorts, black_gloves, short_sleeves, black_shorts, black_shirt, shirt"
smug_nun_(diva),"1girl, black_shoes, nun_headdress, shoes, black_eyes, grey_hair, mole_under_eye"
reinhard_van_astrea_(re:zero_kara_hajimeru_isekai_seikatsu),"1boy, 1girl, gloves, long_sleeves, black_gloves, high_collar, pants, white_pants, coat, shirt, white_coat, belt"
nakajima_atsushi_(bungou_stray_dogs),"1boy, shirt, white_shirt, necktie, collared_shirt, pants, gloves, black_necktie, black_gloves, black_pants, fingerless_gloves, shoes"
matsu_(kancolle),"1girl, small_breasts, medium_breasts, sailor_collar, gloves, black_gloves, skirt, short_sleeves, school_uniform, pleated_skirt, serafuku, swimsuit"
rita_rossweisse_(fallen_rosemary),"1girl, large_breasts, flower, hair_flower, dress, cleavage, gloves, purple_flower, blue_flower, black_dress, purple_dress, long_sleeves"
the_silent_(slay_the_spire),"1girl, large_breasts, medium_breasts, small_breasts, mask, skull_mask, cape, hood, braid, green_cape, long_hair, green_eyes"
mohg_lord_of_blood_(elden_ring),"1girl, 1boy, small_breasts, horns, multiple_horns, asymmetrical_horns, robe, long_sleeves, curled_horns, mismatched_horns, wings, bikini"
mononobe_alice_(1st_costume),"1girl, dress, blue_dress, ribbon, short_sleeves, apron, puffy_sleeves, bow, hair_ribbon, black_bow, black_ribbon, puffy_short_sleeves"
nangong_yu_(rhapsody's_muse),"1girl, small_breasts, medium_breasts, wings, twintails, detached_sleeves, thighhighs, skirt, black_skirt, short_twintails, choker, white_wings"
shikinagi_akira_(nijisanji),"1boy, glasses, shirt, collared_shirt, gloves, long_sleeves, black_gloves, pants, black_shirt, necktie, crossed_bangs, coat"
bunny_nun_(diva),"1girl, animal_ears, black_shoes, fake_animal_ears, headband, nun_headdress, rabbit_ears, shoes, black_eyes, grey_hair, hair_ornament, rabbit_hair_ornament"
yoo_sangah_(omniscient_reader's_viewpoint),"1girl, shirt, bodysuit, jacket, white_shirt, black_bodysuit, dress, gloves, black_jacket, high_collar, black_shirt, jewelry"
gliscor_(pokemon),"1girl, 1boy, wings, fangs, long_sleeves, gloves, tail, animal_ears, bat_wings, cape, yellow_eyes"
selettrice_vaalmonica_(yu-gi-oh!),"1girl, large_breasts, dress, white_dress, braid, twintails, long_sleeves, thighhighs, black_thighhighs, twin_braids, demon_wings, wings"
lidelle_(puyopuyo),"1girl, pointy_ears, sleeves_past_wrists, long_sleeves, horns, sleeves_past_fingers, dress, shoes, sweater, v-bangs, yellow_horns, skirt"
night_angel_(last_origin),"1girl, flat_chest, small_breasts, swimsuit, one-piece_swimsuit, highleg_one-piece_swimsuit, white_one-piece_swimsuit, animal_ears, swept_bangs, fake_animal_ears, collar, fake_tail"
oinomori_may_(nanashi_inc.),"1girl, flat_chest, horns, demon_horns, grey_horns, pointy_ears, hair_ribbon, ribbon, pink_ribbon, long_sleeves, collar, flower"
uryuu_minene_(mirai_nikki),"1girl, medium_breasts, large_breasts, cleavage, dress, gloves, elbow_gloves, purple_hair, long_hair, purple_eyes"
suzumi_tamao_(strawberry_panic!),"1girl, dress, necktie, long_sleeves, ribbon, black_dress, school_uniform, puffy_sleeves, bow, frills, hair_bow, hair_ribbon"
apricot_sakuraba_(galaxy_angel),"1girl, twintails, ribbon, long_sleeves, short_twintails, flower, skirt, pencil_skirt, orange_skirt, uniform, orange_hair, purple_eyes"
protagonist_(love_and_producer),"1girl, medium_breasts, arm_garter, braid, cleavage, dress, halter_dress, jewelry, long_sleeves, see-through_cleavage, sleeveless_dress, twin_braids"
regirock_(pokemon),"1girl, glowing_eyes, yellow_eyes, orange_eyes"
scarfy_(kirby_(series)),"bow, bowtie, goggles, goggles_on_head, green_hat, hat, hat_loss, polka_dot_headwear, red_bow, red_shoes, shoes, two-sided_headwear"
natsume_takashi_(natsume_yuujinchou),"1boy, shirt, flower, school_uniform, kimono, collared_shirt, mask, white_shirt, blonde_hair, brown_hair, brown_eyes, short_hair"
otoshiro_seira_(aikatsu!_(series)),"1girl, ponytail, bow, hair_bow, shirt, skirt, gloves, school_uniform, short_sleeves, dream_academy_school_uniform, jewelry, purple_bow"
fallenshadow_(1st_costume),"1girl, flat_chest, bow, dress, ribbon, frills, arm_ribbon, choker, leg_ribbon, pink_ribbon, hair_bow, thighhighs"
chihaya_senri_(koi_to_senrigan_to_aonisai),"1girl, long_sleeves, bow, collarbone, shirt, skirt, sweater, cleavage, bowtie, long_hair"
air_defense_princess_(kantai_collection),"1girl, large_breasts, medium_breasts, gloves, black_gloves, boots, horns, showgirl_skirt, skirt, panties, black_boots, headband"
sue_(grandia),"1girl, earrings, jewelry, dress, pink_dress, capelet, socks, striped_socks, purple_hair, long_hair, blue_eyes, crying_with_eyes_open"
inkay_(pokemon),"1boy, 1girl, sandals, brown_eyes"
bi_yao_(zhu_xian),"1girl, dress, jewelry, green_dress, flower, earrings, sash, long_sleeves, bracelet, hair_flower, ribbon, branch"
natsuki_(blue_archive),"1girl, small_breasts, medium_breasts, ponytail, bike_shorts, long_sleeves, bow, shirt, black_shirt, hair_bow, parted_bangs, shorts"
wakiyama_tamami_(idolmaster),"1girl, flat_chest, skirt, long_sleeves, bow, flower, shirt, pleated_skirt, hakama_skirt, school_uniform, thighhighs, short_hair"
bulborb_(pikmin_(series)),"1girl, fang, fang_out, animal_ears, bag, bean_bag_chair, blue_shirt, cat_ears, cat_tail, crosshatching, fangs, fangs_out"
murrue_ramius_(gundam),"1girl, large_breasts, huge_breasts, military_uniform, cleavage, panties, hat, shirt, skirt, long_sleeves, brown_hair, brown_eyes"
momogaa_(girls_und_panzer),"1girl, small_breasts, bow, ooarai_school_uniform, school_uniform, skirt, detached_collar, bowtie, green_skirt, black_bow, short_sleeves, black_bowtie"
warupeach_(mario_(series)),"1girl, large_breasts, crown, gloves, elbow_gloves, jewelry, bracelet, spiked_bracelet, dress, boots, hooded_dress, black_gloves"
okita_souji_alter_(swimsuit_saber)_(fate),"1girl, medium_breasts, large_breasts, swimsuit, bikini, white_bikini, scarf, jacket, orange_scarf, black_jacket, long_sleeves, cleavage"
gray_(assassin)_(fate),"1girl, hood, hood_up, long_sleeves, cape, dress, hooded_cloak, black_dress, ribbon, white_ribbon, capelet, black_capelet"
smol_mumei_(hololive),"1girl, crossed_bangs, capelet, brown_capelet, bow, ponytail, belt, ribbon, shirt, skirt, animal_ears, dress"
yae_(ganbare_goemon),"1girl, large_breasts, medium_breasts, low-tied_long_hair, cleavage, thighhighs, kimono, sash, short_kimono, panties, collarbone, sandals"
hori_kyouko_(hori-san_to_miyamura-kun),"1girl, small_breasts, long_sleeves, shirt, school_uniform, collared_shirt, katagiri_senior_high_school_uniform, flower, sweater, skirt, white_shirt, short_sleeves"
sato_masuki_(bang_dream!),"1girl, shirt, jacket, long_sleeves, jewelry, earrings, skirt, black_shirt, red_jacket, gloves, parted_bangs, white_shirt"
komiyama_kotomi_(watashi_ga_motenai_no_wa_dou_kangaetemo_omaera_ga_warui!),"1girl, flat_chest, glasses, shirt, school_uniform, skirt, necktie, pleated_skirt, collared_shirt, long_sleeves, miniskirt, collarbone"
cross_mirage_(lyrical_nanoha),"1girl, large_breasts, thighhighs, twintails, gloves, belt, white_thighhighs, ribbon, blue_eyes, orange_hair, long_hair"
kine_(kirby),"1girl, bow, hat, red_bow, brown_eyes, brown_hair, closed_eyes"
nightingale_(path_to_nowhere),"1girl, medium_breasts, hat, black_hat, gloves, black_gloves, earrings, jewelry, military_hat, shirt, dress, jacket"
clockie_(honkai:_star_rail),"1girl, 1boy, large_breasts, medium_breasts, gloves, white_gloves, hat, long_sleeves, shirt, shorts, black_hat, dress"
zundamon_(utau),"1girl, shirt, short_sleeves, white_shirt, ponytail, shorts, long_sleeves, low_ponytail, green_shorts, puffy_sleeves, boots, puffy_short_sleeves"
tandemaus_(pokemon),"1girl, black_shoes, bow-shaped_hair, long_sleeves, shoes, tail, animal_ears, coat, collarbone, earrings, flower_earrings, high_heel_sandals"
eimi_(armed)_(blue_archive),"1girl, large_breasts, huge_breasts, sweaty_breasts, cleavage, sports_bra, gloves, black_sports_bra, black_gloves, collarbone, pants, black_pants"
exeggcute_(pokemon),"1boy, collared_shirt, fangs, flower, overall_shorts, shirt, short_sleeves, closed_eyes, short_hair, black_eyes, black_hair"
austria_(hetalia),"1boy, glasses, ascot, long_sleeves, white_ascot, flower, jacket, suit, bow_(music), gloves, shirt, brown_hair"
commander_shepard_(female),"1girl, medium_breasts, n7_armor, armor, power_armor, gloves, bodysuit, cleavage, pants, red_hair, short_hair, green_eyes"
rokurou_rangetsu_(tales_of_(series)),"1boy, ponytail, low_ponytail, gloves, armor, pants, sandals, black_pants, japanese_armor, necktie, black_shoes, collarbone"
inoue_toro_(doko_demo_issyo),"1girl, 1boy, skirt, twintails, animal_ears, shirt, bag, cat_ears, bow, shorts, long_sleeves, shoes"
cyrus_albright_(octopath_traveler),"1boy, ponytail, ascot, white_ascot, cape, low_ponytail, parted_bangs, pants, jewelry, long_sleeves, shirt, black_pants"
haruka_(dress)_(blue_archive),"1girl, small_breasts, dress, purple_dress, jewelry, earrings, bow, hair_bow, cleavage, black_dress, collarbone, bag"
croissant_cookie_(cookie_run),"1girl, small_breasts, gloves, goggles, shirt, double-parted_bangs, goggles_on_head, pants, brown_gloves, belt, black_gloves, black_shirt"
kazehaya_tatsumi_(ensemble_stars!),"1boy, long_sleeves, shirt, jacket, white_shirt, gloves, collared_shirt, pants, jewelry, earrings, necktie, purple_eyes"
ember_amane_(phase_connect),"1girl, large_breasts, cleavage, collarbone, bra, jewelry, jacket, gloves, shorts, earrings, shirt, plaid_bra"
okazaki_yasuha_(idolmaster),"1girl, medium_breasts, small_breasts, blunt_bangs, skirt, collarbone, dress, flower, gloves, shirt, bow, hair_flower"
copy_x_(mega_man),"1boy, armor, wings, mechanical_wings, white_armor, blue_armor, gloves, boots, bodysuit, red_eyes"
horizon_ariadust_(kyoukaisenjou_no_horizon),"1girl, large_breasts, medium_breasts, bodysuit, thighhighs, boots, thigh_boots, cleavage, long_hair, blue_eyes, grey_hair, white_hair"
gneisenau_(azur_lane),"1girl, large_breasts, gloves, horns, black_gloves, thighhighs, demon_horns, leotard, glasses, tail, demon_tail, elbow_gloves"
nicola_(granblue_fantasy),"1girl, medium_breasts, small_breasts, animal_ears, jewelry, gloves, earrings, skirt, black_gloves, thighhighs, dress, rabbit_ears"
shiroe_(log_horizon),"1boy, 1girl, glasses, bag, pants, cape, hood, shirt, high_collar, long_sleeves, shoes, blue_hair"
inukai_isuke_(akuma_no_riddle),"1girl, medium_breasts, large_breasts, cleavage, skirt, scarf_choker, thighhighs, belt, boots, thigh_boots, miniskirt, pleated_skirt"
suou_patra_(1st_costume),"1girl, between_breasts, clothes_between_breasts, necktie_between_breasts, medium_breasts, large_breasts, detached_sleeves, necktie, horns, pointy_ears, tail, skirt"
yami_bakura_(yu-gi-oh!),"1boy, 1girl, mature_female, shirt, striped_shirt, jewelry, jacket, blue_shirt, pants, open_shirt, white_shirt, long_hair"
feitan_portor_(hunter_x_hunter),"1boy, long_sleeves, parted_bangs, shirt, high_collar, short_hair, black_hair, black_eyes"
john_rottweil_(dickfish),"1boy, shirt, glasses, pants, short_hair, arm_hair, navel_hair, hairy, facial_hair, chest_hair, leg_hair"
blooper_(mario),"1girl, medium_breasts, jewelry, earrings, crown, shoes, super_crown, dress, long_sleeves, ponytail, hat, bracelet"
vander_(arcane),"1boy, shirt, white_shirt, jacket, swept_bangs, brown_jacket, collarbone, open_jacket, facial_hair, brown_hair, short_hair, blue_eyes"
oinari-sama_(kemono_friends),"1girl, medium_breasts, large_breasts, animal_ears, fox_ears, tail, fox_tail, skirt, gloves, extra_ears, bow, long_sleeves"
lexington_(cv-16)_(warship_girls_r),"1girl, large_breasts, gloves, dress, cape, white_gloves, long_sleeves, necktie, skirt, black_cape, shirt, black_dress"
male_protagonist_(pokemon_go),"1boy, hood, hoodie, gloves, fingerless_gloves, bag, black_gloves, shoes, pants, black_hair, blue_eyes, brown_hair"
themis_(ff14),"1boy, sophist's_robe_(ff14), hood, hood_down, robe, mask, unworn_mask, capelet, white_robe, hooded_capelet, mask_around_neck, white_capelet"
polt_(monster_musume_no_iru_nichijou),"1girl, large_breasts, medium_breasts, animal_ears, dog_ears, tail, dog_tail, headband, collar, fangs, fang, shorts"
maple_(bofuri),"1girl, small_breasts, armor, black_armor, gloves, thighhighs, red_thighhighs, black_gloves, elbow_gloves, boots, red_gloves, red_sleeves"
nakagawa_kanon_(kami_nomi_zo_shiru_sekai),"1girl, medium_breasts, bow, hair_bow, skirt, frills, shirt, yellow_bow, dress, ribbon, collarbone, school_uniform"
layla_(mino),"1girl, small_breasts, panties, dress, collarbone, white_panties, side-tie_panties, bow, ribbon, sleeveless_dress, long_sleeves, animal_ears"
